OSNO (76, 892) 10 2 4 2 6 2 8 4 14 4 10 2 2 2 12 5 1 18
CS (136, 1720) (531, 18) - 1 5 22 4 16 2 6 2 14 4 24 5 1 31 6 28 6 31 1 5 24 5 1 31 6 28 6 31 1 5 24 4 14 2 6 2 16 4 22 5 1 29 6 31 1 5 24 4 16 4 24 6 33 1 5 24 4 16 4 24 4 14 2 6 2 14 4 26 6 32 6 26 5 1 32 1 5 24 5 1 31 6 28 6 30 6 30 6 28 6 30 6 30 6 28 6 31 1 5 24 5 1 32 1 5 26 6 32 6 26 4 14 2 6 2 14 4 24 4 16 4 24 5 1 33 6 24 4 16 4 24 5 1 31 6 29
CS (158, 1652) (531, 17) - 1 5 18 4 20 5 1 28 1 5 20 4 18 4 16 2 4 2 14 4 22 6 31 1 5 24 4 12 4 24 4 12 4 24 4 12 4 24 5 1 31 6 22 4 14 2 6 2 10 2 10 4 26 6 26 6 29 1 5 22 4 14 4 22 4 14 2 4 2 16 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 4 16 2 4 2 14 4 22 4 14 4 22 5 1 29 6 26 6 26 4 10 2 10 2 6 2 14 4 22 6 31 1 5 24 4 12 4 24 4 12 4 24 4 12 4 24 5 1 31 6 22 4 14 2 4 2 16 4 18 4 20 5 1 28 1 5 20 4 18 5 1 26
CS (108, 1244) (532, 131) - 1 5 22 4 18 4 24 4 16 4 25 1 6 1 29 6 32 6 28 4 12 2 10 2 10 4 31 1 5 24 4 18 4 22 4 18 4 24 5 1 31 4 10 2 10 2 12 4 28 6 32 6 29 1 6 1 25 4 16 4 24 4 18 4 22 5 1 29 6 32 6 29 1 6 1 25 4 16 4 24 4 16 2 6 2 14 4 26 4 14 2 6 2 16 4 24 4 16 4 25 1 6 1 29 6 32 6 29
CS (112, 1348) (532, 202) - 1 5 18 4 20 5 1 29 6 22 4 14 2 4 2 14 4 22 6 29 1 5 20 4 18 5 1 27 6 25 1 6 1 25 6 28 6 24 6 29 1 5 22 6 30 6 23 1 6 1 27 6 25 1 6 1 25 6 28 6 24 6 29 1 5 20 4 18 4 16 4 18 4 20 5 1 29 6 24 6 28 6 25 1 6 1 25 6 27 1 6 1 23 6 30 6 22 5 1 29 6 24 6 28 6 25 1 6 1 25 6 27
CS (124, 1260) (532, 4) - 1 5 20 4 20 4 16 2 4 2 16 4 22 5 1 29 6 29 1 5 22 4 16 2 4 2 16 4 20 4 20 5 1 28 1 5 20 4 20 4 16 2 6 2 12 4 26 6 31 1 5 24 4 14 2 4 2 18 4 18 4 22 5 1 30 1 5 22 4 18 4 18 4 22 4 14 2 8 2 8 2 14 4 22 4 18 4 18 4 22 5 1 30 1 5 22 4 18 4 18 2 4 2 14 4 24 5 1 31 6 26 4 12 2 6 2 16 4 20 4 20 5 1 28
CS (152, 1812) (532, 3) - 1 5 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 5 1 27 4 12 2 8 2 12 4 27 1 6 1 27 6 30 6 30 6 28 6 30 6 29 1 6 1 25 5 1 32 1 5 24 5 1 32 1 5 24 4 16 4 24 5 1 33 6 24 4 16 4 24 6 33 1 5 24 4 16 4 24 5 1 32 1 5 24 5 1 32 1 5 25 1 6 1 29 6 30 6 28 6 30 6 30 6 27 1 6 1 27 4 12 2 8 2 12 4 27
CS (132, 1484) (533, 69) - 1 5 20 4 22 4 18 4 24 5 1 33 6 26 4 16 4 24 4 18 4 22 4 18 4 24 5 1 33 6 26 4 16 4 24 4 16 2 6 2 14 4 27 1 6 1 27 5 1 34 1 5 27 1 6 1 27 4 14 2 6 2 16 4 24 4 16 4 26 6 33 1 5 24 4 18 4 22 4 18 4 24 4 16 4 26 6 33 1 5 24 4 18 4 22 4 20 5 1 28 1 6 1 27 5 1 34 1 5 26 4 14 2 8 2 12 2 8 2 14 4 26 5 1 34 1 5 27 1 6 1 28
CS (144, 1708) (533, 5) - 1 5 20 4 20 4 18 4 22 4 16 2 4 2 16 2 4 2 16 4 22 4 18 4 20 4 20 5 1 27 4 12 2 8 2 12 2 6 2 16 4 22 4 18 4 20 4 18 4 24 6 33 1 5 26 6 33 1 5 26 4 14 4 24 4 16 4 24 6 33 1 5 25 1 6 1 29 6 30 6 28 6 30 6 30 6 28 6 30 6 30 6 28 6 30 6 29 1 6 1 25 5 1 33 6 24 4 16 4 24 4 14 4 26 5 1 33 6 26 5 1 33 6 24 4 18 4 20 4 18 4 22 4 16 2 6 2 12 2 8 2 12 4 27
CS (160, 2012) (533, 65) - 1 5 18 4 20 4 16 4 20 4 16 4 20 5 1 27 4 10 4 26 4 10 4 26 4 10 4 27 1 5 20 4 16 4 20 4 16 4 20 4 18 5 1 27 6 28 6 24 4 14 4 22 5 1 30 1 5 22 5 1 29 6 26 6 28 6 26 6 27 1 6 1 25 6 30 6 22 4 16 4 20 5 1 28 1 5 20 5 1 27 6 28 6 26 6 28 6 26 6 28 6 26 6 28 6 26 6 28 6 26 6 28 6 27 1 5 20 5 1 28 1 5 20 4 16 4 22 6 30 6 25 1 6 1 27 6 26 6 28 6 26 6 29 1 5 22 5 1 30 1 5 22 4 14 4 24 6 28 6 27
CS (112, 1068) (534, 47) - 1 5 20 4 14 2 6 2 10 2 8 2 10 4 24 4 10 2 10 4 24 6 28 6 24 6 29 1 5 22 4 12 2 6 2 12 2 6 2 12 4 22 4 12 2 6 2 12 4 24 6 26 4 10 4 26 6 24 4 12 2 6 2 12 4 22 4 12 2 6 2 12 2 6 2 12 4 22 5 1 29 6 24 6 28 6 24 4 10 2 10 4 24 4 10 2 8 2 10 2 6 2 14 4 20 5 1 27 6 26 6 27
CS (112, 1276) (534, 139) - 1 5 22 4 16 4 22 4 14 2 6 2 12 2 8 2 10 2 8 2 12 4 25 1 6 1 27 6 28 6 29 1 5 22 5 1 29 6 28 6 27 1 6 1 25 4 12 2 8 2 10 2 8 2 12 2 6 2 14 4 22 4 16 4 22 5 1 30 1 5 22 5 1 29 6 26 4 12 4 26 6 30 6 26 6 30 6 26 6 30 6 26 6 30 6 26 6 30 6 26 4 12 4 26 6 29 1 5 22 5 1 30
CS (124, 1376) (534, 27) - 1 5 24 4 18 2 4 2 18 4 22 4 18 2 4 2 18 4 22 4 20 4 22 4 20 4 20 4 24 5 1 33 6 28 4 14 2 6 2 16 2 6 2 14 4 28 6 33 1 5 24 4 20 4 20 4 22 4 20 4 22 4 18 2 4 2 18 4 22 4 18 2 4 2 18 4 24 5 1 33 6 28 5 1 34 1 5 26 4 16 4 26 4 14 2 8 2 14 4 26 4 16 4 26 4 14 2 8 2 14 4 26 4 16 4 26 5 1 34 1 5 28 6 33
CS (128, 1432) (534, 5) - 1 5 20 2 2 2 18 4 18 2 4 2 14 2 6 2 14 4 24 4 14 2 6 2 14 2 4 2 18 4 18 2 2 2 20 5 1 29 6 30 6 28 6 30 6 28 6 31 1 5 24 5 1 31 6 28 6 30 6 29 1 5 22 4 16 4 24 4 14 2 6 2 14 4 25 1 6 1 28 1 6 1 26 1 6 1 28 1 6 1 25 4 14 2 6 2 14 4 24 4 16 4 22 5 1 29 6 30 6 28 6 31 1 5 24 5 1 31 6 28 6 30 6 28 6 30 6 29
CS (140, 1600) (534, 3) - 1 5 20 4 18 2 2 2 18 4 18 4 22 5 1 30 1 6 1 23 5 1 31 6 26 6 30 6 28 6 28 6 29 1 5 20 4 20 4 18 4 20 4 16 2 4 2 16 4 22 5 1 29 6 29 1 5 22 4 16 4 22 4 16 4 22 4 16 4 22 4 16 4 22 4 16 4 22 4 16 4 22 5 1 29 6 29 1 5 22 4 16 2 4 2 16 4 20 4 18 4 20 4 20 5 1 29 6 28 6 28 6 30 6 26 6 31 1 5 23 1 6 1 30 1 5 22 4 18 4 18 2 2 2 18 4 20 5 1 28
CS (144, 1688) (534, 32) - 1 5 16 2 4 2 14 4 20 5 1 27 6 26 6 26 6 27 1 5 20 4 14 2 4 2 16 5 1 25 6 27 1 5 18 4 20 5 1 29 6 22 4 14 4 20 4 16 4 20 5 1 29 6 22 4 14 4 22 6 29 1 5 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 4 12 2 8 4 26 6 26 6 26 6 26 4 8 2 12 4 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 5 1 29 6 22 4 14 4 22 6 29 1 5 20 4 16 4 20 4 14 4 22 6 29 1 5 20 4 18 5 1 27 6 25
CS (168, 2052) (534, 20) - 1 5 24 4 16 2 6 2 14 2 6 2 14 2 6 2 16 4 24 5 1 31 6 31 1 5 24 4 18 4 22 4 18 4 24 5 1 32 1 5 26 5 1 33 6 28 4 12 2 8 2 14 4 26 5 1 33 6 28 6 33 1 5 26 4 16 4 24 5 1 31 6 30 6 31 1 5 24 4 16 4 26 4 14 4 26 4 16 4 24 5 1 31 6 30 6 31 1 5 24 4 16 4 26 4 14 4 26 4 16 4 24 5 1 31 6 30 6 31 1 5 24 4 16 4 26 5 1 33 6 28 6 33 1 5 26 4 14 2 8 2 12 4 28 6 33 1 5 26 5 1 32 1 5 24 4 18 4 22 4 18 4 24 5 1 31 6 31
CS (170, 1944) (534, 2) - 1 5 24 4 14 2 8 2 10 2 10 2 10 2 10 2 8 2 14 4 24 4 14 2 6 2 14 2 6 2 14 4 26 6 31 1 5 24 5 1 31 6 28 6 31 1 5 24 4 16 4 22 4 18 4 22 4 16 4 24 5 1 31 6 28 6 31 1 5 24 4 16 4 22 4 18 4 22 4 16 4 24 5 1 31 6 28 6 31 1 5 24 5 1 31 6 26 4 14 2 6 2 14 2 6 2 14 4 24 4 14 2 8 2 10 2 10 2 10 2 10 2 8 2 14 4 24 5 1 31 6 28 6 30 6 30 6 28 6 31 1 5 24 5 1 31 6 27 1 6 1 27 6 31 1 5 24 5 1 31 6 28 6 30 6 30 6 28 6 31
CS (116, 1316) (535, 21) - 1 5 18 4 20 5 1 28 1 5 20 4 16 4 22 6 31 1 5 22 4 16 4 20 4 16 4 20 4 16 4 22 5 1 30 1 5 22 5 1 29 6 26 6 28 6 27 1 5 20 5 1 27 6 28 6 26 6 29 1 5 22 5 1 30 1 5 22 4 16 4 20 4 16 4 20 4 16 4 22 5 1 31 6 22 4 16 4 20 5 1 28 1 5 20 4 18 5 1 26 1 6 1 25 4 12 4 24 4 12 4 25 1 6 1 26
CS (172, 1836) (535, 5) - 1 5 24 4 14 2 4 2 18 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 16 2 6 2 12 4 26 6 31 1 5 24 4 14 2 4 2 18 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 18 2 4 2 14 4 24 5 1 31 6 26 4 12 2 6 2 16 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 18 2 4 2 14 4 24 5 1 31 6 26 4 12 2 6 2 16 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 16 2 6 2 12 4 26 6 31
OSNO (18, 246) (536, 308) - 1 5 26 4 16 4 26 6 35 1 5 28 4 14 4 28 6 33
CS (154, 1696) (537, 29) - 1 5 20 4 22 4 20 4 18 4 25 1 6 1 30 1 6 1 25 4 18 4 20 4 22 4 20 5 1 29 6 32 6 29 1 6 1 27 5 1 34 1 5 24 4 18 2 4 2 16 4 24 5 1 32 1 5 24 4 16 2 6 2 14 4 27 1 6 1 29 6 31 1 5 22 4 20 4 20 4 22 4 16 2 6 2 16 4 22 4 20 4 20 4 22 4 16 2 6 2 16 4 22 4 20 4 20 4 22 5 1 31 6 29 1 6 1 27 4 14 2 6 2 16 4 24 5 1 32 1 5 24 4 16 2 4 2 18 4 24 5 1 34 1 5 27 1 6 1 29 6 32 6 29
CS (156, 2016) (538, 10) - 1 5 22 4 14 2 8 4 28 6 28 6 28 6 28 6 28 6 29 1 5 22 5 1 30 1 5 22 4 16 4 22 5 1 31 6 24 4 14 4 24 6 31 1 6 1 23 5 1 31 6 26 6 29 1 6 1 25 6 30 6 26 4 12 4 26 6 30 6 25 1 6 1 29 6 26 6 31 1 5 23 1 6 1 31 6 24 4 14 4 24 6 31 1 5 22 4 16 4 22 5 1 30 1 5 22 5 1 29 6 28 6 28 6 28 6 28 6 28 4 8 2 14 4 22 5 1 30 1 5 22 5 1 29 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 29 1 5 22 5 1 30
CS (160, 1920) (538, 7) - 1 5 18 2 2 2 16 4 18 4 18 5 1 25 4 10 2 10 4 24 6 29 1 5 22 5 1 29 6 22 4 16 4 18 4 16 4 22 6 29 1 5 22 5 1 29 6 24 4 10 2 10 4 25 1 5 18 4 18 4 16 2 2 2 18 5 1 27 6 26 6 26 6 27 1 6 1 23 6 30 6 22 5 1 29 6 24 6 28 6 25 1 6 1 25 6 28 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 29 6 24 6 28 6 25 1 6 1 25 6 28 6 24 6 29 1 5 22 6 30 6 23 1 6 1 27 6 26 6 26 6 27
CS (108, 992) (540, 24) - 1 5 18 2 2 2 18 5 1 27 6 27 1 5 20 5 1 27 6 26 4 10 2 10 2 8 2 10 4 26 6 29 1 5 23 1 6 1 27 6 27 1 6 1 23 4 12 2 8 2 10 2 6 2 14 2 4 2 14 2 4 2 14 2 6 2 10 2 8 2 12 4 23 1 6 1 27 6 27 1 6 1 23 5 1 29 6 26 4 10 2 8 2 10 2 10 4 26 6 27 1 5 20 5 1 27 6 27
CS (108, 1092) (540, 118) - 1 5 22 4 16 4 22 4 16 2 4 2 14 2 6 2 12 2 8 2 10 2 10 4 28 6 28 6 29 1 5 22 5 1 29 6 28 6 28 4 10 2 10 2 8 2 12 2 6 2 14 2 4 2 16 4 22 4 16 4 22 5 1 29 6 28 4 10 2 8 2 14 4 22 4 16 4 22 4 16 4 22 4 16 4 22 4 16 4 22 4 16 4 22 4 16 4 22 4 14 2 8 2 10 4 28 6 29
CS (142, 1516) (541, 15) - 1 5 18 4 20 4 16 4 20 4 16 4 22 6 31 1 5 24 6 30 6 24 6 31 1 5 24 6 30 6 25 1 6 1 25 4 12 4 25 1 6 1 25 6 30 6 24 5 1 31 6 24 6 30 6 24 5 1 31 6 22 4 16 4 20 4 16 4 20 4 18 5 1 27 6 26 4 10 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 12 4 24 6 29 1 5 20 4 18 4 18 4 18 4 18 4 20 5 1 29 6 24 4 12 2 8 2 10 2 8 2 10 2 8 2 10 2 8 2 10 2 10 4 26 6 27
CS (120, 1428) (542, 31) - 1 5 22 4 20 4 20 4 24 5 1 33 6 28 4 14 2 6 2 16 2 4 2 18 4 22 4 20 4 22 4 18 4 24 4 18 4 24 5 1 33 6 28 4 14 4 28 6 34 6 27 1 6 1 30 1 6 1 27 6 34 6 28 4 14 4 28 6 33 1 5 24 4 18 4 24 4 18 4 22 4 20 4 22 4 18 2 4 2 16 2 6 2 14 4 28 6 33 1 5 24 4 20 4 20 4 22 5 1 30 1 5 22 4 20 4 22 5 1 30
CS (120, 1468) (542, 35) - 1 5 22 4 18 4 20 4 20 4 18 4 22 4 16 2 4 2 16 4 24 6 33 1 5 26 6 32 6 26 5 1 33 6 25 1 6 1 30 1 5 22 4 18 4 22 5 1 30 1 6 1 25 6 33 1 5 26 6 32 6 26 5 1 33 6 24 4 16 2 4 2 16 4 22 4 18 4 20 4 20 4 18 4 22 5 1 30 1 6 1 25 6 32 6 27 1 6 1 27 6 32 6 26 6 32 6 27 1 6 1 27 6 32 6 25 1 6 1 30
CS (152, 1692) (542, 22) - 1 5 22 4 18 4 20 4 20 4 20 4 18 4 22 4 16 4 24 4 16 4 22 4 18 4 20 4 20 4 20 4 18 4 22 4 16 4 24 4 16 4 22 4 18 4 20 4 20 4 20 4 18 4 22 5 1 29 4 10 2 10 2 10 2 10 2 10 2 8 2 12 2 8 2 12 2 8 2 10 2 12 4 26 6 32 6 28 6 30 6 28 6 32 6 26 5 1 33 6 24 4 18 4 20 4 18 4 24 6 33 1 5 26 6 32 6 28 6 30 6 28 6 32 6 26 4 12 2 10 2 8 2 12 2 8 2 12 2 8 2 10 2 10 2 10 2 10 2 10 4 29
CS (122, 1380) (543, 23) - 1 5 20 4 20 4 20 4 16 2 4 2 16 2 4 2 16 4 20 4 20 4 20 5 1 29 6 28 6 30 6 28 6 30 6 28 6 29 1 6 1 23 4 16 2 4 2 16 4 22 5 1 29 6 29 1 6 1 23 4 16 4 22 4 16 2 4 2 16 4 22 4 18 4 18 4 22 4 16 2 4 2 16 4 22 4 16 4 23 1 6 1 29 6 29 1 5 22 4 16 2 4 2 16 4 23 1 6 1 29 6 28 6 30 6 28 6 30 6 28 6 29
CS (136, 1500) (543, 4) - 1 5 20 4 18 4 20 4 16 2 4 2 14 2 6 2 12 4 25 1 6 1 28 1 5 20 4 18 4 20 5 1 29 6 26 6 30 6 26 6 31 1 5 24 4 12 2 8 2 12 4 24 5 1 31 6 26 6 30 6 26 6 29 1 5 20 4 18 4 20 5 1 28 1 6 1 25 4 12 2 6 2 14 2 4 2 16 4 20 4 18 4 20 5 1 29 6 26 4 12 4 26 6 29 1 6 1 24 1 6 1 29 6 26 4 12 4 26 6 29 1 6 1 24 1 6 1 29 6 26 4 12 4 26 6 29
CS (156, 1936) (543, 1) - 1 5 20 4 18 4 20 4 18 4 20 4 18 4 22 5 1 31 6 26 6 30 6 28 6 28 4 10 2 10 2 8 2 12 2 6 2 14 4 24 4 14 4 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 4 14 4 24 4 14 2 6 2 12 2 8 2 10 2 10 4 28 6 28 6 30 6 26 6 31 1 5 22 4 18 4 20 4 18 4 20 4 18 4 20 5 1 27 6 30 6 27 1 6 1 25 5 1 31 6 28 6 28 6 28 6 30 6 28 6 28 6 28 6 31 1 5 25 1 6 1 27 6 30 6 27
CS (104, 1092) (544, 25) - 1 5 18 2 4 2 14 2 4 2 16 2 2 2 18 2 2 2 16 2 4 2 14 2 4 2 18 5 1 27 6 30 6 26 4 12 2 8 2 12 4 26 6 30 6 27 1 6 1 25 5 1 31 6 27 1 6 1 25 6 32 6 24 4 14 2 6 2 14 4 24 6 32 6 25 1 6 1 27 6 31 1 5 25 1 6 1 27 6 30 6 26 4 12 2 8 2 12 4 26 6 30 6 27
CS (144, 1340) (544, 6) - 1 5 18 2 2 2 16 2 2 2 18 4 16 4 22 4 14 4 22 4 16 4 20 5 1 27 6 29 1 5 23 1 6 1 27 6 28 6 27 1 6 1 23 5 1 29 6 27 1 5 20 4 16 4 22 4 14 4 22 4 16 4 18 2 2 2 16 2 2 2 18 5 1 27 6 26 4 12 4 24 4 12 2 8 2 8 2 12 2 6 2 12 2 6 2 12 2 8 2 8 2 12 4 24 5 1 31 6 24 6 31 1 5 24 4 12 2 8 2 8 2 12 2 6 2 12 2 6 2 12 2 8 2 8 2 12 4 24 4 12 4 26 6 27
CS (168, 1944) (544, 51) - 1 5 22 4 14 2 6 2 14 4 22 4 16 4 20 4 18 4 20 4 16 2 4 2 14 2 6 2 12 4 26 6 28 4 10 2 8 2 12 2 6 2 14 4 22 4 16 4 22 5 1 31 6 24 4 14 4 24 5 1 32 1 5 24 6 32 6 24 6 32 6 24 6 32 6 24 6 32 6 24 5 1 32 1 5 24 4 14 4 24 6 31 1 5 22 4 16 4 22 4 14 2 6 2 12 2 8 2 10 4 28 6 26 4 12 2 6 2 14 2 4 2 16 4 20 4 18 4 20 4 16 4 22 4 14 2 6 2 14 4 22 5 1 29 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 28 6 29
CS (114, 1304) (545, 76) - 1 5 22 4 16 4 24 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 4 14 2 6 2 12 2 8 2 10 2 10 4 28 6 28 6 28 4 10 2 10 2 8 2 12 2 6 2 14 4 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 24 4 16 4 22 5 1 30 1 5 24 5 1 31 6 26 6 31 1 5 24 4 14 4 25 1 6 1 25 4 14 4 24 5 1 31 6 26 6 31 1 5 24 5 1 30
CS (128, 1404) (546, 60) - 1 5 20 2 2 2 18 4 18 2 4 2 16 4 22 5 1 30 1 5 22 4 16 2 6 2 12 2 8 2 12 2 6 2 16 4 22 5 1 30 1 5 22 4 16 2 4 2 18 4 18 2 2 2 20 5 1 29 6 30 6 28 6 30 6 29 1 6 1 25 5 1 32 1 5 24 5 1 32 1 5 24 4 16 4 24 5 1 33 6 24 4 16 4 24 6 33 1 5 24 4 16 4 24 5 1 32 1 5 24 5 1 32 1 5 25 1 6 1 29 6 30 6 28 6 30 6 29
CS (150, 1816) (546, 13) - 1 5 20 4 22 5 1 31 6 27 1 6 1 27 6 31 1 5 22 4 20 5 1 29 6 29 1 5 22 5 1 30 1 5 22 4 18 4 22 4 16 4 24 6 33 1 5 24 4 16 4 24 5 1 32 1 5 24 4 16 4 22 4 18 4 22 5 1 31 6 26 4 14 4 26 6 31 1 5 22 4 18 4 22 5 1 30 1 5 22 4 18 4 22 5 1 31 6 26 4 14 4 26 6 31 1 5 22 4 18 4 22 4 16 4 24 5 1 32 1 5 24 4 16 4 24 5 1 33 6 24 4 16 4 22 4 18 4 22 5 1 30 1 5 22 5 1 29 6 29
CS (160, 1988) (546, 3) - 1 5 20 2 2 2 20 4 18 4 24 4 18 4 22 5 1 29 6 33 1 5 26 4 16 4 24 4 18 4 22 5 1 29 6 32 6 30 6 30 6 32 6 28 4 12 2 10 2 12 4 28 6 32 6 30 6 30 6 32 6 29 1 5 22 4 18 4 24 4 16 4 26 5 1 33 6 29 1 5 22 4 18 4 24 4 18 4 20 2 2 2 20 5 1 29 6 31 1 6 1 25 5 1 33 6 28 6 33 1 5 26 5 1 32 1 5 24 5 1 30 1 6 1 25 5 1 32 1 5 25 1 6 1 30 1 5 24 5 1 32 1 5 26 5 1 33 6 28 6 33 1 5 25 1 6 1 31 6 29
CS (172, 1868) (546, 11) - 1 5 18 4 18 4 18 4 16 4 20 4 14 4 22 5 1 29 6 24 6 29 1 5 22 4 12 2 8 2 8 2 10 2 8 2 8 2 12 4 22 5 1 29 6 24 6 29 1 5 22 4 14 4 20 4 16 4 18 4 18 4 18 5 1 26 1 6 1 23 4 12 4 24 6 28 6 24 6 29 1 5 22 5 1 29 6 22 4 14 4 22 5 1 29 6 24 6 29 1 5 22 5 1 28 1 5 20 5 1 26 1 6 1 23 4 12 2 6 2 12 4 23 1 6 1 26 1 5 20 5 1 28 1 5 22 5 1 29 6 24 6 29 1 5 22 4 14 4 22 6 29 1 5 22 5 1 29 6 24 6 28 6 24 4 12 4 23 1 6 1 26
CS (152, 1704) (547, 3) - 1 5 20 4 16 2 2 2 16 4 18 4 16 4 20 4 14 4 22 6 29 1 5 22 6 30 6 22 6 30 6 22 5 1 29 6 22 4 12 2 8 2 8 2 10 2 8 4 26 4 8 2 10 2 8 2 8 2 12 4 22 6 29 1 5 22 6 30 6 22 6 30 6 22 5 1 29 6 22 4 14 4 20 4 16 4 18 4 16 2 2 2 16 4 20 5 1 29 6 22 4 14 4 20 4 16 4 18 4 16 4 20 4 14 4 22 6 29 1 5 22 6 30 6 22 6 30 6 22 5 1 29 6 22 4 14 4 20 4 16 4 18 4 16 4 20 4 14 4 22 6 29
CS (124, 1456) (548, 31) - 1 5 18 4 16 4 22 6 29 1 5 22 5 1 29 6 24 4 12 4 22 4 14 4 22 6 29 1 6 1 21 4 14 4 22 5 1 29 6 24 4 12 4 23 1 6 1 27 6 24 4 12 4 24 6 28 6 24 4 12 4 24 6 28 6 24 4 12 4 24 6 27 1 6 1 23 4 12 4 24 6 29 1 5 22 4 14 4 21 1 6 1 29 6 22 4 14 4 22 4 12 4 24 6 29 1 5 22 5 1 29 6 22 4 16 4 18 5 1 25 6 28 6 25
CS (126, 1340) (548, 38) - 1 5 20 4 18 2 2 2 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 4 16 2 4 2 16 4 20 4 20 5 1 28 1 5 20 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 4 16 2 4 2 16 4 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 20 5 1 28 1 5 20 4 20 4 16 2 4 2 16 4 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 18 2 2 2 18 4 20 5 1 28 1 5 20 4 20 5 1 28
CS (152, 1516) (548, 3) - 1 5 20 4 18 4 20 4 18 4 18 4 20 4 16 2 4 2 16 4 20 4 16 2 4 2 16 4 20 4 16 2 4 2 16 4 20 4 18 4 18 4 20 4 18 4 20 5 1 29 6 26 4 12 2 6 2 14 2 4 2 16 4 20 4 18 4 18 2 2 2 18 4 16 2 6 2 12 4 24 4 14 4 24 6 32 7 1 21 4 18 4 18 4 20 4 18 4 18 4 20 4 18 4 18 4 20 4 18 4 18 4 21 1 7 32 6 24 4 14 4 24 4 12 2 6 2 16 4 18 2 2 2 18 4 18 4 20 4 16 2 4 2 14 2 6 2 12 4 26 6 29
CS (160, 1636) (548, 44) - 1 5 20 4 20 4 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 18 4 20 4 18 2 2 2 16 2 4 2 14 2 6 2 12 4 26 6 31 1 5 24 5 1 32 1 5 24 4 14 2 6 2 12 2 8 2 10 2 8 2 12 2 8 2 10 2 8 2 12 2 6 2 14 4 24 5 1 32 1 5 24 5 1 31 6 26 4 12 2 6 2 14 2 4 2 16 2 2 2 18 4 20 4 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 18 4 20 4 20 5 1 29 6 28 6 29
CS (128, 1276) (549, 36) - 1 5 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 16 2 6 2 12 4 26 6 31 1 5 24 4 14 4 24 4 14 2 6 2 12 2 8 2 10 2 8 2 12 2 8 2 10 2 8 2 12 2 8 2 10 2 8 2 12 2 8 2 10 2 8 2 12 2 6 2 14 4 24 4 14 4 24 5 1 31 6 26 4 12 2 6 2 16 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 5 1 27 6 30 6 28 6 28 6 28 6 30 6 27
CS (140, 1548) (550, 61) - 1 5 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 18 4 22 4 14 2 6 2 14 4 24 6 31 1 5 22 4 16 2 4 2 16 4 20 4 18 2 2 2 18 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 18 2 2 2 18 4 20 4 16 2 4 2 16 4 22 5 1 31 6 24 4 14 2 6 2 14 4 22 4 18 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 18 4 20 5 1 27 4 12 4 26 6 30 6 28 6 28 6 28 6 30 6 26 4 12 4 27
CS (148, 1656) (550, 42) - 1 5 20 4 20 4 18 4 18 4 22 5 1 30 1 5 22 5 1 29 6 28 6 29 1 5 22 5 1 30 1 5 22 4 18 4 18 4 20 4 20 5 1 29 6 28 6 28 4 10 2 8 2 14 4 22 4 16 4 22 5 1 29 6 29 1 5 22 4 16 4 22 5 1 29 6 28 4 10 2 8 2 12 2 8 2 10 4 28 6 29 1 5 22 4 16 4 22 5 1 29 6 28 4 10 2 8 2 12 2 8 2 10 4 28 6 29 1 5 22 4 16 4 22 5 1 29 6 29 1 5 22 4 16 4 22 4 14 2 8 2 10 4 28 6 28 6 29
